day,year,mo,da,pickup_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_TRIPS
5,2011,11,18,2011-11-18,40.7,21.6,1023.8,10.0,6.1,11.1,21.0,45.0,36.0,0.05,999.9,0,546783
3,2011,03,23,2011-03-23,36.5,31.4,1011.6,4.9,5.5,13.0,17.1,45.0,32.0,0.44,999.9,0,522281
4,2011,03,31,2011-03-31,41.0,31.9,1011.7,9.3,7.9,17.1,24.1,45.0,37.0,0.01,999.9,0,540509
7,2011,02,13,2011-02-13,35.4,14.8,1016.9,10.0,6.5,12.0,21.0,45.0,28.9,0.0,7.9,0,494049
6,2011,03,12,2011-03-12,45.5,28.2,1010.3,10.0,7.3,11.1,20.0,55.0,37.4,0.01,999.9,0,565030
7,2011,12,04,2011-12-04,47.5,38.2,1034.6,10.0,3.7,9.9,15.0,55.0,42.1,0.0,999.9,0,476963
5,2011,11,11,2011-11-11,46.4,33.4,1005.6,9.9,7.4,14.0,22.0,55.0,43.0,0.04,999.9,0,533314
1,2011,10,03,2011-10-03,52.7,45.9,1016.0,9.7,2.3,7.0,999.9,57.0,48.2,0.06,999.9,0,462818
5,2011,11,04,2011-11-04,51.2,36.9,1015.8,9.5,6.3,11.1,20.0,57.0,46.9,0.0,999.9,0,556386
1,2011,02,14,2011-02-14,48.0,25.4,1002.6,10.0,10.2,15.9,31.1,57.0,43.0,0.0,7.9,0,499431
7,2011,04,03,2011-04-03,49.5,22.0,1010.2,10.0,8.3,14.0,22.0,57.0,43.0,0.0,999.9,0,240633
3,2011,12,21,2011-12-21,48.7,44.4,1016.0,8.3,3.7,8.9,15.0,59.0,41.0,0.01,999.9,0,503978
2,2011,05,17,2011-05-17,54.9,53.9,1012.5,5.1,10.7,15.0,25.1,59.0,51.8,0.6,999.9,0,532811
6,2011,03,05,2011-03-05,48.0,39.1,1029.4,9.9,7.6,12.0,22.0,59.0,37.9,0.01,999.9,0,562352
5,2011,12,16,2011-12-16,50.6,32.8,1014.4,10.0,7.3,14.0,28.9,59.0,43.0,0.0,999.9,0,570671
6,2011,10,22,2011-10-22,52.7,41.8,1017.3,10.0,4.1,8.9,999.9,59.0,46.9,0.0,999.9,0,551842
7,2011,04,17,2011-04-17,54.9,41.4,1003.3,8.1,9.3,15.9,29.9,59.0,51.8,1.78,999.9,0,458907
4,2011,11,03,2011-11-03,51.9,41.4,1020.4,9.3,4.6,7.0,14.0,59.0,46.0,0.0,999.9,0,529937
1,2011,10,24,2011-10-24,55.1,46.2,1018.6,9.5,2.8,7.0,999.9,61.0,50.0,0.0,999.9,0,467990
5,2011,11,25,2011-11-25,52.0,35.8,1020.9,10.0,4.7,8.9,15.0,61.0,46.0,0.0,999.9,0,367964
2,2011,12,06,2011-12-06,58.2,55.1,1021.2,7.1,4.6,9.9,15.9,61.0,52.0,0.0,999.9,0,485597
7,2011,11,13,2011-11-13,53.9,35.9,1018.7,10.0,5.1,8.9,15.9,61.0,48.0,0.0,999.9,0,462245
4,2011,10,27,2011-10-27,53.4,49.4,1006.4,5.9,4.9,11.1,18.1,61.0,39.9,0.14,999.9,0,523077
4,2011,12,22,2011-12-22,55.0,43.6,1014.8,9.7,6.1,21.0,29.9,61.0,52.0,0.11,999.9,0,495837
3,2011,10,26,2011-10-26,55.7,43.0,1013.0,10.0,2.0,6.0,999.9,61.0,51.1,0.0,999.9,0,512056
1,2011,05,02,2011-05-02,54.9,43.8,1024.1,10.0,4.8,11.1,15.0,61.0,50.0,0.0,999.9,0,479236
7,2011,05,22,2011-05-22,57.0,54.9,1020.4,4.7,4.0,7.0,999.9,61.0,55.0,0.07,999.9,0,484602
6,2011,02,19,2011-02-19,44.3,14.8,1005.8,10.0,13.2,20.0,35.9,63.0,30.0,0.0,999.9,0,573781
4,2011,03,17,2011-03-17,53.2,34.8,1019.8,10.0,3.3,8.9,999.9,63.0,44.1,0.15,999.9,0,514167
1,2011,04,18,2011-04-18,53.8,32.8,1012.8,10.0,6.2,12.0,20.0,63.0,48.0,0.33,999.9,0,456631
7,2011,10,02,2011-10-02,54.7,48.8,1008.3,9.4,5.4,11.1,20.0,63.0,50.0,0.24,999.9,0,456650
6,2011,05,14,2011-05-14,59.8,52.4,1010.6,10.0,4.1,8.0,999.9,63.0,57.0,0.0,999.9,0,557750
2,2011,10,04,2011-10-04,54.9,48.7,1016.5,9.9,3.4,7.0,999.9,63.0,48.9,0.05,999.9,0,487802
6,2011,09,17,2011-09-17,58.4,43.1,1029.2,10.0,4.9,12.0,17.1,63.0,53.1,0.0,999.9,0,551476
4,2011,05,05,2011-05-05,54.4,33.7,1014.5,10.0,8.4,13.0,22.0,63.0,46.9,0.5,999.9,0,541380
6,2011,03,19,2011-03-19,51.5,26.8,1020.3,10.0,7.4,12.0,20.0,66.0,43.0,0.0,999.9,0,568994
4,2011,10,06,2011-10-06,57.0,36.0,1026.2,10.0,3.6,9.9,17.1,66.0,46.9,0.0,999.9,0,530851
7,2011,10,16,2011-10-16,59.9,39.3,1009.6,10.0,6.3,12.0,22.0,66.0,55.0,0.0,999.9,0,486136
2,2011,04,05,2011-04-05,53.8,44.4,995.9,8.5,7.8,15.9,28.9,66.0,42.8,0.01,999.9,0,525459
1,2011,09,19,2011-09-19,59.5,48.2,1025.4,10.0,4.3,8.0,999.9,66.0,53.1,0.0,999.9,0,446868
2,2011,11,15,2011-11-15,63.6,51.7,1009.4,10.0,5.3,9.9,20.0,66.0,61.0,0.0,999.9,0,491805
3,2011,10,05,2011-10-05,62.3,47.3,1017.6,10.0,6.2,11.1,18.1,70.0,57.0,0.0,999.9,0,510158
6,2011,05,07,2011-05-07,62.0,42.5,1010.4,10.0,5.2,8.9,17.1,70.0,55.9,0.0,999.9,0,528998
1,2011,05,09,2011-05-09,62.4,40.6,1014.0,10.0,5.9,13.0,22.0,70.0,55.0,0.0,999.9,0,460656
5,2011,04,29,2011-04-29,64.4,44.1,1006.6,10.0,5.6,9.9,17.1,70.0,57.0,0.31,999.9,0,562436
3,2011,05,11,2011-05-11,59.4,46.7,1017.7,10.0,5.1,8.9,17.1,70.0,52.0,0.0,999.9,0,520892
5,2011,05,06,2011-05-06,59.9,33.0,1013.7,10.0,4.6,8.9,18.1,70.0,52.0,0.0,999.9,0,561132
5,2011,06,24,2011-06-24,67.2,65.2,1006.9,4.0,4.2,8.9,999.9,70.0,66.0,0.28,999.9,0,538492
7,2011,10,09,2011-10-09,70.0,52.5,1028.5,10.0,2.4,6.0,999.9,82.0,60.1,0.0,999.9,0,472750
7,2011,06,19,2011-06-19,75.7,57.8,1009.6,9.9,3.6,8.0,14.0,82.0,70.0,0.0,999.9,0,442999
5,2011,08,26,2011-08-26,75.2,69.1,1014.5,8.4,2.3,7.0,999.9,82.0,71.1,0.49,999.9,0,487789
3,2011,05,25,2011-05-25,74.0,58.0,1011.8,9.9,3.0,8.0,999.9,82.0,66.0,0.0,999.9,0,518432
2,2011,08,30,2011-08-30,70.5,55.6,1018.7,10.0,2.3,8.0,999.9,82.0,61.0,0.0,999.9,0,414473
4,2011,09,01,2011-09-01,73.5,58.9,1021.3,9.8,2.7,8.0,999.9,82.0,68.0,0.0,999.9,0,480158
2,2011,06,21,2011-06-21,74.8,63.6,1012.2,9.0,3.7,6.0,999.9,82.0,70.0,0.0,999.9,0,496175
6,2011,05,28,2011-05-28,74.3,65.1,1016.0,9.2,4.6,11.1,19.0,82.0,68.0,0.0,999.9,0,443284
5,2011,05,27,2011-05-27,73.4,65.1,1013.5,5.2,3.5,8.0,999.9,82.0,64.4,0.0,999.9,0,508026
6,2011,09,03,2011-09-03,72.6,61.8,1015.3,9.1,3.8,8.9,999.9,82.0,66.0,0.0,999.9,0,456817
2,2011,09,13,2011-09-13,74.8,63.0,1013.7,8.3,3.6,8.0,14.0,82.0,68.0,0.0,999.9,0,508386
3,2011,06,15,2011-06-15,67.9,52.2,1011.6,10.0,4.8,9.9,15.0,82.0,57.0,0.05,999.9,0,513931
7,2011,05,29,2011-05-29,74.2,66.7,1018.3,8.9,4.6,8.0,999.9,82.0,68.0,0.0,999.9,0,393415
5,2011,07,01,2011-07-01,73.8,53.1,1015.1,10.0,3.2,8.0,999.9,82.0,63.0,0.0,999.9,0,476534
4,2011,08,11,2011-08-11,76.1,55.7,1008.6,10.0,4.0,7.0,999.9,82.0,69.1,0.0,999.9,0,500648
2,2011,04,26,2011-04-26,65.8,58.4,1014.1,6.0,5.3,9.9,21.0,82.0,54.0,0.0,999.9,1,503392
4,2011,08,18,2011-08-18,75.0,66.7,1016.8,9.7,4.3,8.0,17.1,82.0,68.0,0.01,999.9,0,504280
2,2011,06,07,2011-06-07,76.4,59.4,1013.6,8.9,5.0,8.9,14.0,86.0,66.9,0.0,999.9,0,521681
6,2011,07,02,2011-07-02,76.2,60.1,1017.0,10.0,2.4,7.0,999.9,86.0,68.0,0.0,999.9,0,381582
4,2011,07,28,2011-07-28,78.4,63.8,1016.3,10.0,2.2,6.0,999.9,86.0,71.1,0.0,999.9,0,518406
6,2011,07,09,2011-07-09,75.5,65.1,1009.9,6.6,4.0,8.0,15.0,86.0,66.2,0.4,999.9,0,479097
3,2011,08,03,2011-08-03,77.7,59.5,1006.5,9.1,3.5,8.0,999.9,86.0,69.8,0.0,999.9,0,514042
1,2011,05,30,2011-05-30,77.7,68.4,1018.0,8.9,4.8,8.9,15.9,86.0,69.8,0.29,999.9,0,351394
7,2011,07,10,2011-07-10,77.5,58.4,1016.7,10.0,2.3,6.0,999.9,86.0,68.0,0.0,999.9,0,433359
1,2011,07,11,2011-07-11,80.7,66.7,1014.1,8.3,3.3,11.1,15.0,90.0,73.9,0.0,999.9,0,451373
7,2011,07,17,2011-07-17,80.7,60.5,1020.1,10.0,4.7,7.0,999.9,90.0,72.0,0.0,999.9,0,449374
7,2011,07,03,2011-07-03,72.4,66.5,1013.2,6.2,3.7,8.9,999.9,75.0,69.1,0.0,999.9,1,331272
2,2011,09,06,2011-09-06,64.6,62.9,1011.3,5.4,5.5,11.1,20.0,75.0,60.1,0.38,999.9,0,465645
7,2011,04,24,2011-04-24,65.1,57.3,1014.6,7.5,3.4,8.0,999.9,79.0,54.0,0.55,999.9,0,440867
1,2011,06,20,2011-06-20,72.2,56.7,1011.6,10.0,2.3,6.0,999.9,79.0,66.9,0.0,999.9,0,457009
1,2011,09,26,2011-09-26,73.3,67.8,1015.6,9.1,1.1,4.1,999.9,79.0,68.0,0.0,999.9,0,458222
3,2011,06,22,2011-06-22,74.9,66.5,1012.2,8.5,3.3,7.0,14.0,79.0,71.6,0.0,999.9,1,519225
4,2011,09,08,2011-09-08,68.9,65.5,1015.5,7.1,5.3,12.0,21.0,79.0,62.6,1.9,999.9,1,522590
7,2011,09,25,2011-09-25,73.5,67.8,1018.2,9.8,0.8,4.1,999.9,79.0,70.0,0.0,999.9,0,469903
7,2011,07,31,2011-07-31,80.8,61.0,1016.4,10.0,2.4,8.9,14.0,91.0,72.0,0.0,999.9,0,444471
4,2011,07,07,2011-07-07,80.4,67.2,1012.2,8.4,3.8,8.0,999.9,91.0,73.9,0.0,999.9,0,505784
7,2011,07,24,2011-07-24,86.1,71.0,1012.1,9.0,3.4,8.0,999.9,91.0,78.8,0.0,999.9,0,451457
2,2011,08,02,2011-08-02,80.9,61.3,1007.3,9.4,3.0,8.9,14.0,91.0,73.9,0.0,999.9,0,489837
6,2011,07,30,2011-07-30,80.5,66.4,1012.2,7.9,4.9,8.0,14.0,91.0,73.9,0.41,999.9,0,487922
1,2011,07,18,2011-07-18,83.3,66.5,1014.5,9.7,5.7,11.1,17.1,95.0,75.0,0.0,999.9,0,469451
6,2011,07,23,2011-07-23,90.3,69.3,1011.5,9.7,3.0,7.0,999.9,99.0,82.9,0.0,999.9,0,515998
1,2011,12,19,2011-12-19,36.0,18.2,1022.2,9.8,5.4,14.0,19.0,46.9,28.0,0.0,999.9,0,474652
2,2011,12,13,2011-12-13,39.0,18.9,1028.7,10.0,4.0,8.0,999.9,46.9,33.1,0.0,999.9,0,511172
6,2011,10,29,2011-10-29,39.7,32.5,1020.0,6.2,6.5,15.9,26.0,46.9,33.1,0.01,999.9,1,587917
3,2011,02,16,2011-02-16,34.7,5.5,1027.2,10.0,4.0,8.0,18.1,46.9,27.0,0.0,5.1,0,518097
2,2011,03,08,2011-03-08,37.5,15.4,1030.7,10.0,5.1,8.9,14.0,46.9,30.0,0.0,999.9,0,511207
2,2011,03,01,2011-03-01,39.6,15.0,1018.9,10.0,7.2,15.0,24.1,46.9,33.1,0.23,999.9,0,498985
2,2011,12,20,2011-12-20,45.4,30.2,1018.5,10.0,5.4,14.0,20.0,46.9,43.0,0.0,999.9,0,497404
3,2011,12,14,2011-12-14,43.0,30.7,1028.4,9.3,2.8,8.9,14.0,48.9,37.9,0.0,999.9,0,509526
4,2011,03,10,2011-03-10,43.1,38.3,1026.3,7.1,9.6,12.0,22.0,48.9,37.0,0.0,999.9,0,541403
3,2011,04,13,2011-04-13,46.3,43.1,1012.9,4.4,11.2,20.0,31.1,48.9,42.8,1.46,999.9,0,531832
5,2011,04,08,2011-04-08,45.8,34.2,1022.4,9.3,4.1,8.0,999.9,48.9,42.1,0.02,999.9,0,564808
5,2011,10,28,2011-10-28,41.7,30.3,1019.8,10.0,4.9,14.0,21.0,48.9,37.0,0.49,999.9,0,546441
2,2011,03,22,2011-03-22,45.1,33.0,1012.8,8.3,6.3,14.0,22.0,48.9,39.2,0.35,999.9,1,483775
7,2011,03,20,2011-03-20,40.7,17.6,1034.6,10.0,5.3,9.9,15.0,48.9,35.1,0.0,999.9,0,485327
5,2011,10,14,2011-10-14,66.1,65.2,998.7,3.8,4.4,8.9,15.9,69.8,61.0,0.34,999.9,1,547146
7,2011,04,10,2011-04-10,50.1,31.0,1020.1,10.0,3.2,8.0,999.9,55.4,45.0,0.0,999.9,0,474893
4,2011,11,17,2011-11-17,48.2,38.8,1009.9,9.5,5.1,8.9,15.9,55.4,39.2,0.74,999.9,0,530615
4,2011,01,20,2011-01-20,32.6,19.0,1015.2,10.0,6.4,9.9,17.1,37.9,30.0,0.01,2.0,0,501964
6,2011,01,15,2011-01-15,28.4,14.9,1021.3,9.6,4.5,12.0,15.9,37.9,24.1,0.0,7.1,0,485503
1,2011,02,21,2011-02-21,32.1,20.4,1011.4,6.3,6.0,9.9,17.1,37.9,28.4,0.25,999.9,1,416751
3,2011,01,05,2011-01-05,35.6,18.0,1009.9,10.0,5.6,9.9,17.1,37.9,33.1,0.0,5.1,0,439070
4,2011,02,03,2011-02-03,30.5,14.3,1021.3,10.0,9.2,18.1,33.0,37.9,24.1,0.24,16.9,0,497558
7,2011,01,30,2011-01-30,32.5,23.6,1017.7,6.8,4.5,9.9,15.0,37.9,28.9,0.01,18.9,0,443204
5,2011,03,04,2011-03-04,32.9,10.8,1038.9,10.0,6.4,11.1,18.1,39.9,27.0,0.0,999.9,0,576062
2,2011,01,04,2011-01-04,33.9,15.0,1016.1,9.9,5.6,8.9,15.9,39.9,30.9,0.0,5.9,0,407012
7,2011,02,20,2011-02-20,28.0,6.7,1018.9,10.0,9.8,18.1,34.0,39.9,21.0,0.0,999.9,0,481920
3,2011,02,23,2011-02-23,29.3,6.5,1025.5,10.0,3.7,7.0,999.9,39.9,21.0,0.0,3.1,0,506407
5,2011,10,21,2011-10-21,53.8,41.2,1010.4,10.0,6.1,8.9,18.1,55.9,51.1,0.01,999.9,0,552267
3,2011,11,02,2011-11-02,48.4,36.2,1027.8,9.8,1.9,5.1,999.9,55.9,42.1,0.0,999.9,0,502914
3,2011,03,16,2011-03-16,43.0,36.0,1020.9,8.0,3.9,11.1,18.1,55.9,37.4,0.41,999.9,0,520115
6,2011,11,12,2011-11-12,46.2,28.0,1017.6,10.0,6.3,9.9,17.1,55.9,39.0,0.02,999.9,0,532126
6,2011,04,09,2011-04-09,47.2,31.9,1021.3,8.0,4.7,8.9,999.9,57.9,41.0,0.0,999.9,0,548386
1,2011,12,05,2011-12-05,52.6,48.4,1027.8,6.5,2.5,8.0,999.9,57.9,46.4,0.0,999.9,1,467200
7,2011,10,23,2011-10-23,53.3,40.5,1019.7,10.0,1.7,5.1,999.9,57.9,50.0,0.0,999.9,0,480998
4,2011,12,15,2011-12-15,51.3,40.8,1016.1,9.9,6.9,12.0,20.0,57.9,46.4,0.0,999.9,0,540584
1,2011,06,27,2011-06-27,73.4,61.5,1015.8,10.0,2.0,7.0,999.9,80.1,66.0,0.0,999.9,0,456836
2,2011,05,24,2011-05-24,71.8,63.7,1008.4,5.4,4.5,8.0,999.9,80.1,62.6,0.1,999.9,1,510123
4,2011,09,22,2011-09-22,70.9,68.8,1019.8,5.9,1.9,7.0,999.9,80.1,66.2,0.08,999.9,0,501147
1,2011,09,12,2011-09-12,71.2,64.6,1016.0,7.6,0.9,5.1,999.9,80.1,66.0,0.01,999.9,0,463483
1,2011,07,25,2011-07-25,76.0,67.5,1012.7,8.4,3.7,8.9,15.0,80.1,69.1,0.03,999.9,0,450257
1,2011,09,05,2011-09-05,75.7,68.5,1009.5,9.2,4.5,8.0,18.1,80.1,72.0,0.0,999.9,0,357241
6,2011,06,25,2011-06-25,70.1,65.0,1008.9,5.1,3.6,7.0,999.9,80.1,64.0,0.01,999.9,0,512753
1,2011,04,11,2011-04-11,60.6,51.2,1007.9,7.7,5.6,11.1,19.0,80.1,48.9,0.0,999.9,0,467738
4,2011,07,21,2011-07-21,83.5,74.0,1009.0,4.9,3.9,8.0,15.9,96.1,75.0,0.0,999.9,0,549537
7,2011,05,15,2011-05-15,61.1,59.1,1004.4,4.5,3.8,8.9,999.9,69.1,57.2,0.5,999.9,1,481463
7,2011,05,01,2011-05-01,58.3,38.2,1024.3,10.0,3.9,8.0,999.9,69.1,51.1,0.0,999.9,0,473899
4,2011,04,14,2011-04-14,55.9,40.5,1014.7,9.2,4.9,9.9,999.9,69.1,48.0,0.01,999.9,0,532820
7,2011,06,05,2011-06-05,62.9,51.9,1017.5,10.0,4.7,7.0,999.9,69.1,57.0,0.0,999.9,0,447307
1,2011,11,28,2011-11-28,62.0,50.7,1019.8,10.0,5.6,8.9,18.1,69.1,57.9,0.0,999.9,0,431356
1,2011,11,14,2011-11-14,59.7,42.4,1012.6,10.0,5.6,9.9,18.1,69.1,54.0,0.0,999.9,0,460380
1,2011,08,08,2011-08-08,80.3,68.7,1001.1,8.4,3.7,12.0,20.0,89.1,73.9,0.01,999.9,0,431148
7,2011,08,07,2011-08-07,78.4,72.7,1005.9,7.1,4.1,8.0,15.9,89.1,71.6,0.34,999.9,0,418949
2,2011,07,26,2011-07-26,77.0,65.3,1006.8,9.7,3.7,8.0,999.9,89.1,68.0,0.32,999.9,0,483496
3,2011,06,01,2011-06-01,77.6,68.9,1017.5,5.4,3.6,11.1,18.1,89.1,69.1,0.0,999.9,0,514961
3,2011,07,06,2011-07-06,80.2,65.5,1013.0,8.1,3.4,8.0,15.9,89.1,73.9,0.0,999.9,0,470577
6,2011,07,16,2011-07-16,78.3,59.6,1019.4,10.0,3.5,5.1,999.9,89.1,71.1,0.0,999.9,0,499358
6,2011,04,23,2011-04-23,49.6,45.1,1022.3,5.4,6.2,11.1,17.1,60.8,42.8,0.0,999.9,0,513729
3,2011,11,30,2011-11-30,50.3,41.4,1005.8,9.1,7.4,11.1,21.0,60.8,46.0,0.47,999.9,0,495819
6,2011,09,10,2011-09-10,74.1,64.6,1012.1,10.0,2.9,8.0,999.9,78.1,71.1,0.0,999.9,0,527145
3,2011,08,24,2011-08-24,72.4,58.0,1017.6,10.0,5.9,11.1,20.0,78.1,66.9,0.0,999.9,0,467486
4,2011,05,26,2011-05-26,69.9,62.2,1013.1,6.5,4.7,11.1,15.9,78.1,64.0,0.0,999.9,0,520040
2,2011,08,23,2011-08-23,70.2,52.0,1015.8,10.0,3.2,8.0,999.9,78.1,61.0,0.0,999.9,0,443809
4,2011,09,15,2011-09-15,70.7,63.5,1012.6,7.4,3.7,11.1,22.0,78.1,55.9,0.0,999.9,0,525471
6,2011,08,27,2011-08-27,74.7,72.4,1012.3,5.5,4.0,11.1,15.0,78.1,72.0,0.0,999.9,1,208398
7,2011,06,26,2011-06-26,72.9,59.2,1012.8,10.0,4.2,8.0,999.9,78.1,66.9,0.0,999.9,0,439888
2,2011,08,16,2011-08-16,69.8,63.9,1008.8,9.4,4.7,8.9,999.9,78.1,64.4,0.58,999.9,0,471369
1,2011,06,13,2011-06-13,65.6,57.3,1011.7,7.4,4.3,8.9,15.0,71.1,60.1,0.06,999.9,0,466033
4,2011,04,28,2011-04-28,64.3,61.2,1006.4,8.3,6.3,11.1,22.0,71.1,60.8,0.0,999.9,0,540910
7,2011,09,11,2011-09-11,67.7,60.8,1018.0,10.0,4.3,8.9,999.9,71.1,64.0,0.0,999.9,0,456827
2,2011,07,05,2011-07-05,78.9,55.0,1012.4,10.0,3.4,7.0,999.9,87.1,71.1,0.0,999.9,0,424741
5,2011,06,10,2011-06-10,76.0,66.5,1013.4,6.4,3.5,7.0,999.9,87.1,70.0,0.07,999.9,0,542323
3,2011,07,13,2011-07-13,81.2,60.9,1007.2,9.6,5.0,13.0,22.0,87.1,69.1,0.0,999.9,1,507784
2,2011,05,31,2011-05-31,79.2,64.2,1021.0,9.5,4.2,8.9,999.9,87.1,73.9,0.0,999.9,0,462636
5,2011,07,15,2011-07-15,74.7,57.7,1017.7,10.0,4.2,8.0,999.9,87.1,66.9,0.0,999.9,0,529274
1,2011,01,24,2011-01-24,12.6,-4.4,1029.5,10.0,6.0,9.9,18.1,19.9,6.1,0.0,5.9,0,443065
5,2011,01,14,2011-01-14,22.0,8.8,1025.8,10.0,5.5,11.1,18.1,28.9,18.0,0.0,7.9,0,512868
1,2011,01,17,2011-01-17,24.2,6.7,1025.7,10.0,5.8,8.9,15.9,28.9,19.9,0.0,5.1,0,386391
3,2011,02,09,2011-02-09,21.5,2.7,1021.4,10.0,8.9,21.0,28.9,28.9,15.1,0.01,11.0,0,522735
2,2011,02,01,2011-02-01,26.8,19.9,1026.9,4.4,7.2,13.0,18.1,28.9,24.8,0.06,16.9,0,450558
2,2011,01,11,2011-01-11,27.2,17.1,1022.6,10.0,4.8,8.9,999.9,30.9,23.0,0.0,2.0,0,471811
3,2011,01,12,2011-01-12,27.3,19.9,1004.6,4.9,9.3,14.0,25.1,30.9,24.1,0.66,2.0,1,361127
7,2011,01,09,2011-01-09,28.0,14.7,1006.8,9.6,9.1,15.0,24.1,30.9,26.1,0.0,3.1,0,451117
5,2011,01,07,2011-01-07,31.4,22.1,998.8,5.6,4.1,8.0,14.0,33.8,30.0,0.0,2.0,1,486988
6,2011,12,10,2011-12-10,42.6,28.1,1024.5,10.0,5.7,9.9,17.1,51.8,36.0,0.0,999.9,0,568840
2,2011,06,14,2011-06-14,64.0,55.2,1011.4,9.5,4.0,9.9,14.0,71.6,60.1,0.05,999.9,0,498734
6,2011,01,22,2011-01-22,18.7,2.1,1013.5,10.0,5.7,9.9,20.0,24.1,14.0,0.01,5.9,0,541375
7,2011,01,23,2011-01-23,19.4,2.2,1015.3,10.0,7.3,12.0,21.0,24.1,16.0,0.0,5.9,0,469484
4,2011,12,08,2011-12-08,41.6,31.5,1013.7,7.8,8.1,19.0,34.0,48.2,36.0,1.8,999.9,0,527344
5,2011,05,20,2011-05-20,61.0,57.7,1014.3,4.8,1.6,5.1,999.9,64.4,57.2,0.0,999.9,0,554476
1,2011,05,23,2011-05-23,59.0,56.4,1017.0,7.3,5.1,8.9,14.0,64.9,53.6,0.0,999.9,0,474504
4,2011,10,13,2011-10-13,60.9,59.7,1011.3,5.8,7.4,12.0,25.1,64.9,57.2,0.45,999.9,0,535782
5,2011,09,16,2011-09-16,57.1,40.5,1023.1,10.0,4.9,8.9,15.9,64.9,51.1,0.07,999.9,0,539618
6,2011,11,26,2011-11-26,56.5,32.4,1021.5,10.0,3.5,8.0,999.9,64.9,50.0,0.0,999.9,0,434662
5,2011,10,07,2011-10-07,56.9,37.9,1029.6,10.0,2.0,6.0,999.9,64.9,48.0,0.0,999.9,0,539301
3,2011,11,09,2011-11-09,57.1,48.8,1021.7,7.5,2.4,8.0,999.9,64.9,51.1,0.0,999.9,0,513958
1,2011,10,17,2011-10-17,61.4,42.9,1006.5,10.0,6.8,8.9,19.0,64.9,57.0,0.0,999.9,0,460319
2,2011,11,29,2011-11-29,60.5,56.5,1014.7,9.0,5.6,13.0,24.1,64.9,57.0,0.0,999.9,0,475305
6,2011,08,13,2011-08-13,76.2,59.1,1017.2,10.0,1.7,8.9,15.0,84.9,70.0,0.0,999.9,0,469428
1,2011,07,04,2011-07-04,76.2,67.8,1010.5,5.1,1.7,7.0,999.9,84.9,70.0,0.84,999.9,0,310280
3,2011,08,10,2011-08-10,76.3,66.5,1001.7,8.4,4.2,8.9,15.0,84.9,71.1,2.09,999.9,0,487146
7,2011,09,04,2011-09-04,77.3,69.1,1012.2,8.3,4.4,8.0,15.9,84.9,72.0,0.0,999.9,0,415971
4,2011,06,02,2011-06-02,75.6,46.4,1012.0,9.7,8.3,15.0,28.9,84.9,69.1,0.0,999.9,0,525586
3,2011,08,17,2011-08-17,75.5,62.6,1018.4,10.0,0.6,5.1,999.9,84.9,66.9,0.02,999.9,0,488697
3,2011,09,28,2011-09-28,70.7,67.9,1014.5,7.9,5.7,8.9,15.0,73.4,68.0,0.02,999.9,0,499160
4,2011,06,23,2011-06-23,70.3,69.5,1007.9,3.6,4.3,14.0,20.0,73.4,68.0,0.27,999.9,1,523643
2,2011,05,10,2011-05-10,62.5,38.2,1014.6,10.0,5.3,9.9,17.1,73.9,54.0,0.0,999.9,0,509305
2,2011,04,12,2011-04-12,61.2,49.2,1007.3,8.8,8.2,17.1,22.0,73.9,48.2,0.0,999.9,0,524355
5,2011,06,17,2011-06-17,68.8,64.1,1012.0,6.0,3.5,12.0,18.1,73.9,64.0,0.0,999.9,1,529061
4,2011,05,19,2011-05-19,64.1,61.1,1015.4,4.3,3.9,8.9,999.9,73.9,59.0,1.57,999.9,1,539842
6,2011,06,04,2011-06-04,66.2,41.2,1018.2,10.0,3.4,11.1,15.0,73.9,59.0,0.0,999.9,0,521288
4,2011,05,12,2011-05-12,61.2,47.7,1017.7,10.0,3.9,8.9,17.1,73.9,55.9,0.0,999.9,0,539772
3,2011,04,27,2011-04-27,67.4,61.1,1014.0,9.8,5.7,9.9,17.1,73.9,62.1,0.0,999.9,0,513133
1,2011,04,25,2011-04-25,63.4,59.1,1016.7,4.4,3.0,8.9,999.9,73.9,57.2,0.5,999.9,0,454325
2,2011,10,11,2011-10-11,68.4,52.7,1021.5,10.0,4.4,8.9,999.9,73.9,64.0,0.0,999.9,0,481431
4,2011,06,09,2011-06-09,85.7,68.6,1010.3,6.6,3.4,8.9,19.0,93.9,73.0,0.0,999.9,0,545633
5,2011,02,25,2011-02-25,44.6,39.8,1004.0,5.4,3.8,17.1,28.0,57.2,39.0,0.62,999.9,1,565914
3,2011,12,28,2011-12-28,45.7,34.9,998.9,9.5,9.8,18.1,27.0,57.2,36.0,1.02,999.9,0,415381
2,2011,09,20,2011-09-20,63.1,58.0,1020.1,8.7,4.2,7.0,14.0,66.9,59.0,0.0,999.9,0,453379
5,2011,02,18,2011-02-18,57.0,42.6,1010.1,9.3,4.2,9.9,17.1,66.9,46.0,0.0,2.0,0,536865
7,2011,09,18,2011-09-18,59.2,47.1,1029.2,10.0,5.7,12.0,19.0,66.9,54.0,0.0,999.9,0,476211
5,2011,05,13,2011-05-13,58.0,48.2,1014.6,10.0,2.9,8.0,14.0,66.9,52.0,0.0,999.9,0,562697
4,2011,10,20,2011-10-20,62.5,56.5,998.1,6.3,7.3,14.0,26.0,66.9,57.0,0.92,999.9,0,520448
